date,origin,destination,cargo_type,vessel_type,freight_rate_usd_mt,bdi,oil_price,commodity_price,distance_nm,data_source
2024-04-30,Paradip,Rotterdam,iron_ore,Panamax,14.08,2044,73.93,86.24,4800,SYNTHETIC
2024-04-30,Port Hedland,Qingdao,iron_ore,Capesize,8.69,2044,73.93,86.24,4000,SYNTHETIC
2024-04-30,Port Hedland,Gangavaram,coal,Capesize,10.05,2044,73.93,150.53,3800,SYNTHETIC
2024-04-30,Samarinda,Gangavaram,coal,Panamax,12.41,2044,73.93,150.53,2200,SYNTHETIC
2024-04-30,Samarinda,Shanghai,coal,Supramax,15.77,2044,73.93,150.53,2600,SYNTHETIC
2024-04-30,Paradip,Rotterdam,grain,Supramax,17.57,2044,73.93,235.69,4800,SYNTHETIC
2024-04-30,Paradip,Singapore,steel_coils,Handysize,32.64,2044,73.93,235.69,1900,SYNTHETIC
2024-04-30,Dhamra,Singapore,steel_coils,Handymax,29.56,2044,73.93,235.69,2100,SYNTHETIC
2024-04-30,Richards Bay,Rotterdam,coal,Panamax,17.03,2044,73.93,150.53,5200,SYNTHETIC
2024-04-30,Newcastle,Qingdao,coal,Panamax,14.01,2044,73.93,150.53,4200,SYNTHETIC
2024-04-30,Baltimore,Rotterdam,grain,Handymax,24.83,2044,73.93,235.69,3400,SYNTHETIC
2024-04-30,Norfolk,Rotterdam,grain,Panamax,21.86,2044,73.93,235.69,3300,SYNTHETIC
2024-04-30,Paradip,Rotterdam,iron_ore,Handymax,21.9,2044,73.93,86.24,4800,SYNTHETIC
2024-04-30,Visakhapatnam,Rotterdam,iron_ore,Panamax,14.26,2044,73.93,86.24,4700,SYNTHETIC
2024-04-30,Port Hedland,Rotterdam,iron_ore,Capesize,7.61,2044,73.93,86.24,8200,SYNTHETIC
2024-05-07,Paradip,Rotterdam,iron_ore,Panamax,13.61,1863,75.89,99.44,4800,SYNTHETIC
2024-05-07,Port Hedland,Qingdao,iron_ore,Capesize,8.84,1863,75.89,99.44,4000,SYNTHETIC
2024-05-07,Port Hedland,Gangavaram,coal,Capesize,9.31,1863,75.89,162.63,3800,SYNTHETIC
2024-05-07,Samarinda,Gangavaram,coal,Panamax,12.03,1863,75.89,162.63,2200,SYNTHETIC
2024-05-07,Samarinda,Shanghai,coal,Supramax,16.42,1863,75.89,162.63,2600,SYNTHETIC
2024-05-07,Paradip,Rotterdam,grain,Supramax,19.1,1863,75.89,235.35,4800,SYNTHETIC
2024-05-07,Paradip,Singapore,steel_coils,Handysize,31.52,1863,75.89,235.35,1900,SYNTHETIC
2024-05-07,Dhamra,Singapore,steel_coils,Handymax,28.84,1863,75.89,235.35,2100,SYNTHETIC
2024-05-07,Richards Bay,Rotterdam,coal,Panamax,16.02,1863,75.89,162.63,5200,SYNTHETIC
2024-05-07,Newcastle,Qingdao,coal,Panamax,13.82,1863,75.89,162.63,4200,SYNTHETIC
2024-05-07,Baltimore,Rotterdam,grain,Handymax,23.21,1863,75.89,235.35,3400,SYNTHETIC
2024-05-07,Norfolk,Rotterdam,grain,Panamax,19.51,1863,75.89,235.35,3300,SYNTHETIC
2024-05-07,Paradip,Rotterdam,iron_ore,Handymax,18.7,1863,75.89,99.44,4800,SYNTHETIC
2024-05-07,Visakhapatnam,Rotterdam,iron_ore,Panamax,13.29,1863,75.89,99.44,4700,SYNTHETIC
2024-05-07,Port Hedland,Rotterdam,iron_ore,Capesize,7.31,1863,75.89,99.44,8200,SYNTHETIC
2024-05-14,Paradip,Rotterdam,iron_ore,Panamax,12.35,1464,70.72,102.89,4800,SYNTHETIC
2024-05-14,Port Hedland,Qingdao,iron_ore,Capesize,7.09,1464,70.72,102.89,4000,SYNTHETIC
2024-05-14,Port Hedland,Gangavaram,coal,Capesize,8.12,1464,70.72,160.16,3800,SYNTHETIC
2024-05-14,Samarinda,Gangavaram,coal,Panamax,10.58,1464,70.72,160.16,2200,SYNTHETIC
2024-05-14,Samarinda,Shanghai,coal,Supramax,14.87,1464,70.72,160.16,2600,SYNTHETIC
2024-05-14,Paradip,Rotterdam,grain,Supramax,16.39,1464,70.72,228.14,4800,SYNTHETIC
2024-05-14,Paradip,Singapore,steel_coils,Handysize,27.34,1464,70.72,228.14,1900,SYNTHETIC
2024-05-14,Dhamra,Singapore,steel_coils,Handymax,22.89,1464,70.72,228.14,2100,SYNTHETIC
2024-05-14,Richards Bay,Rotterdam,coal,Panamax,13.29,1464,70.72,160.16,5200,SYNTHETIC
2024-05-14,Newcastle,Qingdao,coal,Panamax,12.85,1464,70.72,160.16,4200,SYNTHETIC
2024-05-14,Baltimore,Rotterdam,grain,Handymax,20.84,1464,70.72,228.14,3400,SYNTHETIC
2024-05-14,Norfolk,Rotterdam,grain,Panamax,17.24,1464,70.72,228.14,3300,SYNTHETIC
2024-05-14,Paradip,Rotterdam,iron_ore,Handymax,17.8,1464,70.72,102.89,4800,SYNTHETIC
2024-05-14,Visakhapatnam,Rotterdam,iron_ore,Panamax,11.84,1464,70.72,102.89,4700,SYNTHETIC
2024-05-14,Port Hedland,Rotterdam,iron_ore,Capesize,6.69,1464,70.72,102.89,8200,SYNTHETIC
2024-05-21,Paradip,Rotterdam,iron_ore,Panamax,13.31,1633,74.68,108.36,4800,SYNTHETIC
2024-05-21,Port Hedland,Qingdao,iron_ore,Capesize,8.48,1633,74.68,108.36,4000,SYNTHETIC
2024-05-21,Port Hedland,Gangavaram,coal,Capesize,8.04,1633,74.68,164.88,3800,SYNTHETIC
2024-05-21,Samarinda,Gangavaram,coal,Panamax,12.12,1633,74.68,164.88,2200,SYNTHETIC
2024-05-21,Samarinda,Shanghai,coal,Supramax,13.96,1633,74.68,164.88,2600,SYNTHETIC
2024-05-21,Paradip,Rotterdam,grain,Supramax,17.32,1633,74.68,258.63,4800,SYNTHETIC
2024-05-21,Paradip,Singapore,steel_coils,Handysize,30.8,1633,74.68,258.63,1900,SYNTHETIC
2024-05-21,Dhamra,Singapore,steel_coils,Handymax,25.96,1633,74.68,258.63,2100,SYNTHETIC
2024-05-21,Richards Bay,Rotterdam,coal,Panamax,14.15,1633,74.68,164.88,5200,SYNTHETIC
2024-05-21,Newcastle,Qingdao,coal,Panamax,12.43,1633,74.68,164.88,4200,SYNTHETIC
2024-05-21,Baltimore,Rotterdam,grain,Handymax,24.87,1633,74.68,258.63,3400,SYNTHETIC
2024-05-21,Norfolk,Rotterdam,grain,Panamax,19.67,1633,74.68,258.63,3300,SYNTHETIC
2024-05-21,Paradip,Rotterdam,iron_ore,Handymax,19.27,1633,74.68,108.36,4800,SYNTHETIC
2024-05-21,Visakhapatnam,Rotterdam,iron_ore,Panamax,12.53,1633,74.68,108.36,4700,SYNTHETIC
2024-05-21,Port Hedland,Rotterdam,iron_ore,Capesize,6.41,1633,74.68,108.36,8200,SYNTHETIC
2024-05-28,Paradip,Rotterdam,iron_ore,Panamax,12.93,1993,78.55,108.62,4800,SYNTHETIC
2024-05-28,Port Hedland,Qingdao,iron_ore,Capesize,9.41,1993,78.55,108.62,4000,SYNTHETIC
2024-05-28,Port Hedland,Gangavaram,coal,Capesize,9.94,1993,78.55,152.22,3800,SYNTHETIC
2024-05-28,Samarinda,Gangavaram,coal,Panamax,12.64,1993,78.55,152.22,2200,SYNTHETIC
2024-05-28,Samarinda,Shanghai,coal,Supramax,16.59,1993,78.55,152.22,2600,SYNTHETIC
2024-05-28,Paradip,Rotterdam,grain,Supramax,17.39,1993,78.55,268.66,4800,SYNTHETIC
2024-05-28,Paradip,Singapore,steel_coils,Handysize,30.23,1993,78.55,268.66,1900,SYNTHETIC
2024-05-28,Dhamra,Singapore,steel_coils,Handymax,27.5,1993,78.55,268.66,2100,SYNTHETIC
2024-05-28,Richards Bay,Rotterdam,coal,Panamax,15.22,1993,78.55,152.22,5200,SYNTHETIC
2024-05-28,Newcastle,Qingdao,coal,Panamax,14.85,1993,78.55,152.22,4200,SYNTHETIC
2024-05-28,Baltimore,Rotterdam,grain,Handymax,24.49,1993,78.55,268.66,3400,SYNTHETIC
2024-05-28,Norfolk,Rotterdam,grain,Panamax,20.96,1993,78.55,268.66,3300,SYNTHETIC
2024-05-28,Paradip,Rotterdam,iron_ore,Handymax,20.87,1993,78.55,108.62,4800,SYNTHETIC
2024-05-28,Visakhapatnam,Rotterdam,iron_ore,Panamax,14.56,1993,78.55,108.62,4700,SYNTHETIC
2024-05-28,Port Hedland,Rotterdam,iron_ore,Capesize,7.73,1993,78.55,108.62,8200,SYNTHETIC
2024-06-04,Paradip,Rotterdam,iron_ore,Panamax,13.62,2013,77.5,111.29,4800,SYNTHETIC
2024-06-04,Port Hedland,Qingdao,iron_ore,Capesize,8.46,2013,77.5,111.29,4000,SYNTHETIC
2024-06-04,Port Hedland,Gangavaram,coal,Capesize,9.04,2013,77.5,136.39,3800,SYNTHETIC
2024-06-04,Samarinda,Gangavaram,coal,Panamax,12.58,2013,77.5,136.39,2200,SYNTHETIC
2024-06-04,Samarinda,Shanghai,coal,Supramax,16.18,2013,77.5,136.39,2600,SYNTHETIC
2024-06-04,Paradip,Rotterdam,grain,Supramax,18.2,2013,77.5,272.05,4800,SYNTHETIC
2024-06-04,Paradip,Singapore,steel_coils,Handysize,30.43,2013,77.5,272.05,1900,SYNTHETIC
2024-06-04,Dhamra,Singapore,steel_coils,Handymax,26.05,2013,77.5,272.05,2100,SYNTHETIC
2024-06-04,Richards Bay,Rotterdam,coal,Panamax,14.68,2013,77.5,136.39,5200,SYNTHETIC
2024-06-04,Newcastle,Qingdao,coal,Panamax,15.22,2013,77.5,136.39,4200,SYNTHETIC
2024-06-04,Baltimore,Rotterdam,grain,Handymax,24.58,2013,77.5,272.05,3400,SYNTHETIC
2024-06-04,Norfolk,Rotterdam,grain,Panamax,21.57,2013,77.5,272.05,3300,SYNTHETIC
2024-06-04,Paradip,Rotterdam,iron_ore,Handymax,22.46,2013,77.5,111.29,4800,SYNTHETIC
2024-06-04,Visakhapatnam,Rotterdam,iron_ore,Panamax,13.71,2013,77.5,111.29,4700,SYNTHETIC
2024-06-04,Port Hedland,Rotterdam,iron_ore,Capesize,7.23,2013,77.5,111.29,8200,SYNTHETIC
2024-06-11,Paradip,Rotterdam,iron_ore,Panamax,12.52,1489,89.98,121.95,4800,SYNTHETIC
2024-06-11,Port Hedland,Qingdao,iron_ore,Capesize,7.14,1489,89.98,121.95,4000,SYNTHETIC
2024-06-11,Port Hedland,Gangavaram,coal,Capesize,7.55,1489,89.98,141.33,3800,SYNTHETIC
2024-06-11,Samarinda,Gangavaram,coal,Panamax,10.02,1489,89.98,141.33,2200,SYNTHETIC
2024-06-11,Samarinda,Shanghai,coal,Supramax,12.57,1489,89.98,141.33,2600,SYNTHETIC
2024-06-11,Paradip,Rotterdam,grain,Supramax,15.71,1489,89.98,259.04,4800,SYNTHETIC
2024-06-11,Paradip,Singapore,steel_coils,Handysize,28.84,1489,89.98,259.04,1900,SYNTHETIC
2024-06-11,Dhamra,Singapore,steel_coils,Handymax,22.74,1489,89.98,259.04,2100,SYNTHETIC
2024-06-11,Richards Bay,Rotterdam,coal,Panamax,13.65,1489,89.98,141.33,5200,SYNTHETIC
2024-06-11,Newcastle,Qingdao,coal,Panamax,11.9,1489,89.98,141.33,4200,SYNTHETIC
2024-06-11,Baltimore,Rotterdam,grain,Handymax,22.38,1489,89.98,259.04,3400,SYNTHETIC
2024-06-11,Norfolk,Rotterdam,grain,Panamax,18.1,1489,89.98,259.04,3300,SYNTHETIC
2024-06-11,Paradip,Rotterdam,iron_ore,Handymax,17.17,1489,89.98,121.95,4800,SYNTHETIC
2024-06-11,Visakhapatnam,Rotterdam,iron_ore,Panamax,12.46,1489,89.98,121.95,4700,SYNTHETIC
2024-06-11,Port Hedland,Rotterdam,iron_ore,Capesize,6.04,1489,89.98,121.95,8200,SYNTHETIC
2024-06-18,Paradip,Rotterdam,iron_ore,Panamax,11.96,1630,95.09,110.08,4800,SYNTHETIC
2024-06-18,Port Hedland,Qingdao,iron_ore,Capesize,8.09,1630,95.09,110.08,4000,SYNTHETIC
2024-06-18,Port Hedland,Gangavaram,coal,Capesize,7.64,1630,95.09,145.38,3800,SYNTHETIC
2024-06-18,Samarinda,Gangavaram,coal,Panamax,11.6,1630,95.09,145.38,2200,SYNTHETIC
2024-06-18,Samarinda,Shanghai,coal,Supramax,13.35,1630,95.09,145.38,2600,SYNTHETIC
2024-06-18,Paradip,Rotterdam,grain,Supramax,16.47,1630,95.09,286.74,4800,SYNTHETIC
2024-06-18,Paradip,Singapore,steel_coils,Handysize,30.31,1630,95.09,286.74,1900,SYNTHETIC
2024-06-18,Dhamra,Singapore,steel_coils,Handymax,24.97,1630,95.09,286.74,2100,SYNTHETIC
2024-06-18,Richards Bay,Rotterdam,coal,Panamax,13.03,1630,95.09,145.38,5200,SYNTHETIC
2024-06-18,Newcastle,Qingdao,coal,Panamax,13.11,1630,95.09,145.38,4200,SYNTHETIC
2024-06-18,Baltimore,Rotterdam,grain,Handymax,23.86,1630,95.09,286.74,3400,SYNTHETIC
2024-06-18,Norfolk,Rotterdam,grain,Panamax,17.51,1630,95.09,286.74,3300,SYNTHETIC
2024-06-18,Paradip,Rotterdam,iron_ore,Handymax,18.41,1630,95.09,110.08,4800,SYNTHETIC
2024-06-18,Visakhapatnam,Rotterdam,iron_ore,Panamax,12.37,1630,95.09,110.08,4700,SYNTHETIC
2024-06-18,Port Hedland,Rotterdam,iron_ore,Capesize,6.84,1630,95.09,110.08,8200,SYNTHETIC
2024-06-25,Paradip,Rotterdam,iron_ore,Panamax,11.84,1340,92.86,110.75,4800,SYNTHETIC
2024-06-25,Port Hedland,Qingdao,iron_ore,Capesize,6.53,1340,92.86,110.75,4000,SYNTHETIC
2024-06-25,Port Hedland,Gangavaram,coal,Capesize,7.58,1340,92.86,143.1,3800,SYNTHETIC
2024-06-25,Samarinda,Gangavaram,coal,Panamax,9.33,1340,92.86,143.1,2200,SYNTHETIC
2024-06-25,Samarinda,Shanghai,coal,Supramax,12.18,1340,92.86,143.1,2600,SYNTHETIC
2024-06-25,Paradip,Rotterdam,grain,Supramax,14.76,1340,92.86,290.7,4800,SYNTHETIC
2024-06-25,Paradip,Singapore,steel_coils,Handysize,24.6,1340,92.86,290.7,1900,SYNTHETIC
2024-06-25,Dhamra,Singapore,steel_coils,Handymax,23.28,1340,92.86,290.7,2100,SYNTHETIC
2024-06-25,Richards Bay,Rotterdam,coal,Panamax,13.05,1340,92.86,143.1,5200,SYNTHETIC
2024-06-25,Newcastle,Qingdao,coal,Panamax,12.18,1340,92.86,143.1,4200,SYNTHETIC
2024-06-25,Baltimore,Rotterdam,grain,Handymax,21.66,1340,92.86,290.7,3400,SYNTHETIC
2024-06-25,Norfolk,Rotterdam,grain,Panamax,18.0,1340,92.86,290.7,3300,SYNTHETIC
2024-06-25,Paradip,Rotterdam,iron_ore,Handymax,16.33,1340,92.86,110.75,4800,SYNTHETIC
2024-06-25,Visakhapatnam,Rotterdam,iron_ore,Panamax,11.83,1340,92.86,110.75,4700,SYNTHETIC
2024-06-25,Port Hedland,Rotterdam,iron_ore,Capesize,6.34,1340,92.86,110.75,8200,SYNTHETIC
2024-07-02,Paradip,Rotterdam,iron_ore,Panamax,10.37,1365,89.84,101.46,4800,SYNTHETIC
2024-07-02,Port Hedland,Qingdao,iron_ore,Capesize,6.87,1365,89.84,101.46,4000,SYNTHETIC
2024-07-02,Port Hedland,Gangavaram,coal,Capesize,7.94,1365,89.84,124.66,3800,SYNTHETIC
2024-07-02,Samarinda,Gangavaram,coal,Panamax,10.22,1365,89.84,124.66,2200,SYNTHETIC
2024-07-02,Samarinda,Shanghai,coal,Supramax,12.01,1365,89.84,124.66,2600,SYNTHETIC
2024-07-02,Paradip,Rotterdam,grain,Supramax,15.09,1365,89.84,286.03,4800,SYNTHETIC
2024-07-02,Paradip,Singapore,steel_coils,Handysize,26.82,1365,89.84,286.03,1900,SYNTHETIC
2024-07-02,Dhamra,Singapore,steel_coils,Handymax,20.96,1365,89.84,286.03,2100,SYNTHETIC
2024-07-02,Richards Bay,Rotterdam,coal,Panamax,11.63,1365,89.84,124.66,5200,SYNTHETIC
2024-07-02,Newcastle,Qingdao,coal,Panamax,11.73,1365,89.84,124.66,4200,SYNTHETIC
2024-07-02,Baltimore,Rotterdam,grain,Handymax,21.39,1365,89.84,286.03,3400,SYNTHETIC
2024-07-02,Norfolk,Rotterdam,grain,Panamax,17.71,1365,89.84,286.03,3300,SYNTHETIC
2024-07-02,Paradip,Rotterdam,iron_ore,Handymax,17.36,1365,89.84,101.46,4800,SYNTHETIC
2024-07-02,Visakhapatnam,Rotterdam,iron_ore,Panamax,11.42,1365,89.84,101.46,4700,SYNTHETIC
2024-07-02,Port Hedland,Rotterdam,iron_ore,Capesize,6.21,1365,89.84,101.46,8200,SYNTHETIC
2024-07-09,Paradip,Rotterdam,iron_ore,Panamax,12.81,1590,91.03,92.87,4800,SYNTHETIC
2024-07-09,Port Hedland,Qingdao,iron_ore,Capesize,8.13,1590,91.03,92.87,4000,SYNTHETIC
2024-07-09,Port Hedland,Gangavaram,coal,Capesize,7.63,1590,91.03,136.78,3800,SYNTHETIC
2024-07-09,Samarinda,Gangavaram,coal,Panamax,11.53,1590,91.03,136.78,2200,SYNTHETIC
2024-07-09,Samarinda,Shanghai,coal,Supramax,13.85,1590,91.03,136.78,2600,SYNTHETIC
2024-07-09,Paradip,Rotterdam,grain,Supramax,16.85,1590,91.03,274.8,4800,SYNTHETIC
2024-07-09,Paradip,Singapore,steel_coils,Handysize,27.77,1590,91.03,274.8,1900,SYNTHETIC
2024-07-09,Dhamra,Singapore,steel_coils,Handymax,23.31,1590,91.03,274.8,2100,SYNTHETIC
2024-07-09,Richards Bay,Rotterdam,coal,Panamax,12.92,1590,91.03,136.78,5200,SYNTHETIC
2024-07-09,Newcastle,Qingdao,coal,Panamax,11.91,1590,91.03,136.78,4200,SYNTHETIC
2024-07-09,Baltimore,Rotterdam,grain,Handymax,21.17,1590,91.03,274.8,3400,SYNTHETIC
2024-07-09,Norfolk,Rotterdam,grain,Panamax,19.23,1590,91.03,274.8,3300,SYNTHETIC
2024-07-09,Paradip,Rotterdam,iron_ore,Handymax,19.24,1590,91.03,92.87,4800,SYNTHETIC
2024-07-09,Visakhapatnam,Rotterdam,iron_ore,Panamax,13.18,1590,91.03,92.87,4700,SYNTHETIC
2024-07-09,Port Hedland,Rotterdam,iron_ore,Capesize,6.5,1590,91.03,92.87,8200,SYNTHETIC
2024-07-16,Paradip,Rotterdam,iron_ore,Panamax,12.93,1645,81.23,88.53,4800,SYNTHETIC
2024-07-16,Port Hedland,Qingdao,iron_ore,Capesize,7.85,1645,81.23,88.53,4000,SYNTHETIC
2024-07-16,Port Hedland,Gangavaram,coal,Capesize,8.08,1645,81.23,148.65,3800,SYNTHETIC
2024-07-16,Samarinda,Gangavaram,coal,Panamax,10.95,1645,81.23,148.65,2200,SYNTHETIC
2024-07-16,Samarinda,Shanghai,coal,Supramax,15.08,1645,81.23,148.65,2600,SYNTHETIC
2024-07-16,Paradip,Rotterdam,grain,Supramax,16.82,1645,81.23,289.57,4800,SYNTHETIC
2024-07-16,Paradip,Singapore,steel_coils,Handysize,27.65,1645,81.23,289.57,1900,SYNTHETIC
2024-07-16,Dhamra,Singapore,steel_coils,Handymax,23.2,1645,81.23,289.57,2100,SYNTHETIC
2024-07-16,Richards Bay,Rotterdam,coal,Panamax,13.48,1645,81.23,148.65,5200,SYNTHETIC
2024-07-16,Newcastle,Qingdao,coal,Panamax,12.07,1645,81.23,148.65,4200,SYNTHETIC
2024-07-16,Baltimore,Rotterdam,grain,Handymax,21.64,1645,81.23,289.57,3400,SYNTHETIC
2024-07-16,Norfolk,Rotterdam,grain,Panamax,20.47,1645,81.23,289.57,3300,SYNTHETIC
2024-07-16,Paradip,Rotterdam,iron_ore,Handymax,20.05,1645,81.23,88.53,4800,SYNTHETIC
2024-07-16,Visakhapatnam,Rotterdam,iron_ore,Panamax,12.55,1645,81.23,88.53,4700,SYNTHETIC
2024-07-16,Port Hedland,Rotterdam,iron_ore,Capesize,7.09,1645,81.23,88.53,8200,SYNTHETIC
2024-07-23,Paradip,Rotterdam,iron_ore,Panamax,12.7,1601,76.54,78.82,4800,SYNTHETIC
2024-07-23,Port Hedland,Qingdao,iron_ore,Capesize,7.45,1601,76.54,78.82,4000,SYNTHETIC
2024-07-23,Port Hedland,Gangavaram,coal,Capesize,8.7,1601,76.54,147.0,3800,SYNTHETIC
2024-07-23,Samarinda,Gangavaram,coal,Panamax,11.44,1601,76.54,147.0,2200,SYNTHETIC
2024-07-23,Samarinda,Shanghai,coal,Supramax,13.33,1601,76.54,147.0,2600,SYNTHETIC
2024-07-23,Paradip,Rotterdam,grain,Supramax,16.15,1601,76.54,305.08,4800,SYNTHETIC
2024-07-23,Paradip,Singapore,steel_coils,Handysize,29.45,1601,76.54,305.08,1900,SYNTHETIC
2024-07-23,Dhamra,Singapore,steel_coils,Handymax,24.3,1601,76.54,305.08,2100,SYNTHETIC
2024-07-23,Richards Bay,Rotterdam,coal,Panamax,13.03,1601,76.54,147.0,5200,SYNTHETIC
2024-07-23,Newcastle,Qingdao,coal,Panamax,13.35,1601,76.54,147.0,4200,SYNTHETIC
2024-07-23,Baltimore,Rotterdam,grain,Handymax,22.94,1601,76.54,305.08,3400,SYNTHETIC
2024-07-23,Norfolk,Rotterdam,grain,Panamax,19.82,1601,76.54,305.08,3300,SYNTHETIC
2024-07-23,Paradip,Rotterdam,iron_ore,Handymax,18.35,1601,76.54,78.82,4800,SYNTHETIC
2024-07-23,Visakhapatnam,Rotterdam,iron_ore,Panamax,13.16,1601,76.54,78.82,4700,SYNTHETIC
2024-07-23,Port Hedland,Rotterdam,iron_ore,Capesize,6.53,1601,76.54,78.82,8200,SYNTHETIC
2024-07-30,Paradip,Rotterdam,iron_ore,Panamax,11.53,1635,84.23,89.54,4800,SYNTHETIC
2024-07-30,Port Hedland,Qingdao,iron_ore,Capesize,8.15,1635,84.23,89.54,4000,SYNTHETIC
2024-07-30,Port Hedland,Gangavaram,coal,Capesize,8.7,1635,84.23,144.85,3800,SYNTHETIC
2024-07-30,Samarinda,Gangavaram,coal,Panamax,10.86,1635,84.23,144.85,2200,SYNTHETIC
2024-07-30,Samarinda,Shanghai,coal,Supramax,15.56,1635,84.23,144.85,2600,SYNTHETIC
2024-07-30,Paradip,Rotterdam,grain,Supramax,15.69,1635,84.23,286.42,4800,SYNTHETIC
2024-07-30,Paradip,Singapore,steel_coils,Handysize,31.14,1635,84.23,286.42,1900,SYNTHETIC
2024-07-30,Dhamra,Singapore,steel_coils,Handymax,24.97,1635,84.23,286.42,2100,SYNTHETIC
2024-07-30,Richards Bay,Rotterdam,coal,Panamax,15.03,1635,84.23,144.85,5200,SYNTHETIC
2024-07-30,Newcastle,Qingdao,coal,Panamax,13.5,1635,84.23,144.85,4200,SYNTHETIC
2024-07-30,Baltimore,Rotterdam,grain,Handymax,23.77,1635,84.23,286.42,3400,SYNTHETIC
2024-07-30,Norfolk,Rotterdam,grain,Panamax,17.93,1635,84.23,286.42,3300,SYNTHETIC
2024-07-30,Paradip,Rotterdam,iron_ore,Handymax,19.35,1635,84.23,89.54,4800,SYNTHETIC
2024-07-30,Visakhapatnam,Rotterdam,iron_ore,Panamax,12.68,1635,84.23,89.54,4700,SYNTHETIC
2024-07-30,Port Hedland,Rotterdam,iron_ore,Capesize,6.89,1635,84.23,89.54,8200,SYNTHETIC
2024-08-06,Paradip,Rotterdam,iron_ore,Panamax,13.75,1783,85.73,104.74,4800,SYNTHETIC
2024-08-06,Port Hedland,Qingdao,iron_ore,Capesize,8.29,1783,85.73,104.74,4000,SYNTHETIC
2024-08-06,Port Hedland,Gangavaram,coal,Capesize,8.73,1783,85.73,152.43,3800,SYNTHETIC
2024-08-06,Samarinda,Gangavaram,coal,Panamax,12.51,1783,85.73,152.43,2200,SYNTHETIC
2024-08-06,Samarinda,Shanghai,coal,Supramax,14.47,1783,85.73,152.43,2600,SYNTHETIC
2024-08-06,Paradip,Rotterdam,grain,Supramax,16.67,1783,85.73,265.57,4800,SYNTHETIC
2024-08-06,Paradip,Singapore,steel_coils,Handysize,30.69,1783,85.73,265.57,1900,SYNTHETIC
2024-08-06,Dhamra,Singapore,steel_coils,Handymax,27.25,1783,85.73,265.57,2100,SYNTHETIC
2024-08-06,Richards Bay,Rotterdam,coal,Panamax,15.2,1783,85.73,152.43,5200,SYNTHETIC
2024-08-06,Newcastle,Qingdao,coal,Panamax,12.78,1783,85.73,152.43,4200,SYNTHETIC
2024-08-06,Baltimore,Rotterdam,grain,Handymax,22.78,1783,85.73,265.57,3400,SYNTHETIC
2024-08-06,Norfolk,Rotterdam,grain,Panamax,20.74,1783,85.73,265.57,3300,SYNTHETIC
2024-08-06,Paradip,Rotterdam,iron_ore,Handymax,19.07,1783,85.73,104.74,4800,SYNTHETIC
2024-08-06,Visakhapatnam,Rotterdam,iron_ore,Panamax,14.4,1783,85.73,104.74,4700,SYNTHETIC
2024-08-06,Port Hedland,Rotterdam,iron_ore,Capesize,6.58,1783,85.73,104.74,8200,SYNTHETIC
2024-08-13,Paradip,Rotterdam,iron_ore,Panamax,11.53,1537,75.99,110.26,4800,SYNTHETIC
2024-08-13,Port Hedland,Qingdao,iron_ore,Capesize,7.21,1537,75.99,110.26,4000,SYNTHETIC
2024-08-13,Port Hedland,Gangavaram,coal,Capesize,8.57,1537,75.99,143.97,3800,SYNTHETIC
2024-08-13,Samarinda,Gangavaram,coal,Panamax,10.58,1537,75.99,143.97,2200,SYNTHETIC
2024-08-13,Samarinda,Shanghai,coal,Supramax,14.15,1537,75.99,143.97,2600,SYNTHETIC
2024-08-13,Paradip,Rotterdam,grain,Supramax,16.79,1537,75.99,254.23,4800,SYNTHETIC
2024-08-13,Paradip,Singapore,steel_coils,Handysize,29.01,1537,75.99,254.23,1900,SYNTHETIC
2024-08-13,Dhamra,Singapore,steel_coils,Handymax,22.43,1537,75.99,254.23,2100,SYNTHETIC
2024-08-13,Richards Bay,Rotterdam,coal,Panamax,12.93,1537,75.99,143.97,5200,SYNTHETIC
2024-08-13,Newcastle,Qingdao,coal,Panamax,12.0,1537,75.99,143.97,4200,SYNTHETIC
2024-08-13,Baltimore,Rotterdam,grain,Handymax,21.89,1537,75.99,254.23,3400,SYNTHETIC
2024-08-13,Norfolk,Rotterdam,grain,Panamax,19.05,1537,75.99,254.23,3300,SYNTHETIC
2024-08-13,Paradip,Rotterdam,iron_ore,Handymax,16.96,1537,75.99,110.26,4800,SYNTHETIC
2024-08-13,Visakhapatnam,Rotterdam,iron_ore,Panamax,11.78,1537,75.99,110.26,4700,SYNTHETIC
2024-08-13,Port Hedland,Rotterdam,iron_ore,Capesize,6.31,1537,75.99,110.26,8200,SYNTHETIC
2024-08-20,Paradip,Rotterdam,iron_ore,Panamax,13.4,1646,77.84,114.84,4800,SYNTHETIC
2024-08-20,Port Hedland,Qingdao,iron_ore,Capesize,8.45,1646,77.84,114.84,4000,SYNTHETIC
2024-08-20,Port Hedland,Gangavaram,coal,Capesize,7.85,1646,77.84,123.82,3800,SYNTHETIC
2024-08-20,Samarinda,Gangavaram,coal,Panamax,11.58,1646,77.84,123.82,2200,SYNTHETIC
2024-08-20,Samarinda,Shanghai,coal,Supramax,15.2,1646,77.84,123.82,2600,SYNTHETIC
2024-08-20,Paradip,Rotterdam,grain,Supramax,17.59,1646,77.84,253.26,4800,SYNTHETIC
2024-08-20,Paradip,Singapore,steel_coils,Handysize,29.83,1646,77.84,253.26,1900,SYNTHETIC
2024-08-20,Dhamra,Singapore,steel_coils,Handymax,24.66,1646,77.84,253.26,2100,SYNTHETIC
