date,origin_port,destination_port,cargo_type,freight_rate,bdi,oil_price,commodity_price,commodity_demand,weather_disruption,port_congestion,usd_index
2022-05-07,Mumbai,Dubai,Coal,1996.05,1985.41,78.93,118.72,104.2,0,61.34,101.59
2022-05-08,Shanghai,Los Angeles,Steel,2953.15,1975.54,79.0,118.15,97.71,0,40.8,102.8
2022-05-09,Shanghai,Rotterdam,Steel,3269.63,1972.1,79.02,118.25,108.74,0,49.42,103.43
2022-05-10,Mumbai,Dubai,Steel,2380.33,1976.45,78.76,117.95,107.45,3,53.79,102.5
2022-05-11,Shanghai,Rotterdam,Iron Ore,3758.44,1967.14,78.46,117.7,113.44,0,44.38,106.76
2022-05-12,Mumbai,Rotterdam,Iron Ore,3132.54,1946.65,78.38,118.19,109.44,1,67.94,101.8
2022-05-13,Shanghai,Rotterdam,Steel,3317.04,1946.01,78.12,118.1,114.21,0,31.16,104.78
2022-05-14,Shanghai,Rotterdam,Iron Ore,3492.82,1935.21,78.0,117.83,103.94,0,27.08,104.25
2022-05-15,Shanghai,Rotterdam,Steel,3615.97,1919.88,77.79,117.11,113.0,2,57.46,102.9
2022-05-16,Shanghai,Los Angeles,Steel,2957.68,1908.96,77.38,117.28,104.54,0,36.6,101.58
2022-05-17,Shanghai,Rotterdam,Steel,3239.93,1901.45,76.9,116.76,110.96,0,49.74,101.67
2022-05-18,Mumbai,Dubai,Steel,1959.91,1890.47,76.78,116.32,99.65,0,33.2,102.0
2022-05-19,Mumbai,Rotterdam,Steel,2603.37,1866.59,76.55,116.05,108.0,0,65.78,100.05
2022-05-20,Mumbai,Rotterdam,Steel,2538.13,1867.43,76.31,116.22,96.77,1,28.65,101.17
2022-05-21,Shanghai,Rotterdam,Steel,3266.61,1871.18,76.26,116.22,105.23,0,58.81,100.4
2022-05-22,Shanghai,Los Angeles,Iron Ore,3650.58,1869.86,76.28,115.98,108.64,2,44.53,104.59
2022-05-23,Shanghai,Los Angeles,Steel,2707.31,1854.13,76.08,115.86,103.7,0,13.06,103.45
2022-05-24,Mumbai,Dubai,Steel,2117.0,1845.79,75.87,115.51,100.91,0,43.57,103.65
2022-05-25,Shanghai,Rotterdam,Iron Ore,3269.27,1838.92,75.78,115.34,110.26,0,36.18,103.3
2022-05-26,Mumbai,Rotterdam,Iron Ore,2604.3,1836.8,75.41,115.15,105.37,0,23.36,102.61
2022-05-27,Shanghai,Los Angeles,Iron Ore,3578.86,1835.16,75.28,115.18,103.3,3,38.78,104.49
2022-05-28,Shanghai,Rotterdam,Steel,3059.84,1822.21,75.19,115.21,105.82,0,39.87,101.33
2022-05-29,Shanghai,Los Angeles,Coal,2851.43,1815.7,75.12,115.12,118.65,0,54.64,102.35
2022-05-30,Shanghai,Los Angeles,Coal,2746.67,1812.12,74.66,114.81,111.09,1,56.77,103.25
2022-05-31,Mumbai,Rotterdam,Iron Ore,2642.13,1816.44,74.37,114.78,110.99,1,48.85,100.09
2022-06-01,Singapore,Rotterdam,Coal,2618.02,1814.68,74.06,114.53,107.21,0,47.18,106.66
2022-06-02,Mumbai,Dubai,Iron Ore,2499.78,1813.52,73.89,114.04,105.71,1,47.59,101.99
2022-06-03,Mumbai,Dubai,Steel,1797.15,1806.65,73.78,113.71,92.75,0,18.55,102.1
2022-06-04,Mumbai,Rotterdam,Coal,2187.33,1810.32,73.83,113.5,101.18,0,18.69,103.72
2022-06-05,Shanghai,Los Angeles,Steel,2869.32,1805.92,73.57,113.5,102.02,0,36.95,103.14
2022-06-06,Shanghai,Rotterdam,Coal,2532.45,1791.28,73.31,113.22,94.89,0,37.59,101.76
2022-06-07,Shanghai,Los Angeles,Steel,2809.88,1794.7,73.29,112.69,98.32,0,52.76,101.84
2022-06-08,Mumbai,Rotterdam,Coal,2165.87,1792.41,73.15,112.46,94.05,0,51.36,99.33
2022-06-09,Mumbai,Dubai,Steel,1987.9,1780.93,73.15,112.26,103.6,0,49.08,100.68
2022-06-10,Shanghai,Los Angeles,Steel,2846.31,1769.11,73.0,112.06,107.73,1,43.8,102.23
2022-06-11,Mumbai,Dubai,Coal,1811.35,1763.45,72.63,112.05,109.01,3,43.29,102.06
2022-06-12,Shanghai,Rotterdam,Steel,3050.93,1759.06,72.24,112.06,105.39,1,54.18,103.16
2022-06-13,Mumbai,Dubai,Steel,1998.2,1752.5,71.81,111.67,98.33,0,47.88,101.08
2022-06-14,Mumbai,Dubai,Steel,1790.34,1746.8,71.71,111.27,93.33,0,4.17,99.11
2022-06-15,Singapore,Rotterdam,Coal,2282.03,1752.17,71.69,110.76,94.04,0,27.48,102.71
2022-06-16,Singapore,Rotterdam,Coal,2368.27,1752.47,71.77,110.69,96.31,0,29.63,103.22
2022-06-17,Singapore,Rotterdam,Steel,2767.37,1745.69,71.7,110.8,98.05,0,41.78,102.34
2022-06-18,Mumbai,Dubai,Steel,1935.14,1744.87,71.67,110.47,101.52,0,27.95,100.68
2022-06-19,Mumbai,Rotterdam,Coal,2138.1,1728.23,71.39,110.16,97.08,1,47.43,102.43
2022-06-20,Mumbai,Dubai,Coal,1821.34,1722.99,71.01,110.28,103.68,0,36.84,105.94
2022-06-21,Mumbai,Rotterdam,Steel,2175.95,1729.02,70.94,110.15,100.66,0,37.61,100.9
2022-06-22,Mumbai,Rotterdam,Steel,2212.8,1718.81,70.79,110.0,101.7,0,29.25,98.69
2022-06-23,Singapore,Rotterdam,Steel,2583.36,1703.53,70.61,109.45,107.18,0,30.42,99.71
2022-06-24,Shanghai,Los Angeles,Iron Ore,2735.63,1689.8,70.46,109.37,95.41,0,23.8,101.46
2022-06-25,Shanghai,Rotterdam,Coal,2568.01,1672.54,70.3,108.88,103.23,0,45.7,98.05
2022-06-26,Singapore,Rotterdam,Iron Ore,2671.09,1657.71,70.29,108.34,100.9,0,48.57,100.64
2022-06-27,Singapore,Rotterdam,Coal,2456.39,1646.18,70.28,107.99,99.13,0,28.44,100.89
2022-06-28,Shanghai,Los Angeles,Coal,2451.3,1626.36,70.16,107.59,105.05,0,62.81,102.55
2022-06-29,Shanghai,Rotterdam,Coal,2785.09,1617.89,70.08,107.28,104.85,1,43.28,102.15
2022-06-30,Mumbai,Dubai,Coal,1818.58,1616.52,69.95,106.66,95.55,1,70.95,101.41
2022-07-01,Mumbai,Dubai,Coal,1690.35,1600.66,69.67,106.64,99.2,0,30.37,96.8
2022-07-02,Singapore,Rotterdam,Coal,2095.46,1604.21,69.58,106.66,101.34,0,9.6,101.36
2022-07-03,Shanghai,Rotterdam,Coal,2646.2,1599.69,69.16,105.92,98.4,1,54.03,100.96
2022-07-04,Singapore,Rotterdam,Iron Ore,2850.27,1599.34,69.12,105.91,102.52,0,43.73,100.22
2022-07-05,Mumbai,Rotterdam,Steel,2237.85,1585.49,68.73,105.45,100.83,0,40.52,97.17
2022-07-06,Singapore,Rotterdam,Steel,2565.15,1583.74,68.57,105.4,108.41,0,30.37,98.53
2022-07-07,Singapore,Rotterdam,Iron Ore,2640.44,1566.44,68.23,105.13,91.43,0,39.48,97.88
2022-07-08,Mumbai,Dubai,Iron Ore,1990.42,1565.0,68.11,104.88,98.29,1,40.33,96.54
2022-07-09,Mumbai,Dubai,Iron Ore,1863.31,1557.84,67.9,104.58,94.19,1,43.46,99.49
2022-07-10,Mumbai,Dubai,Iron Ore,2072.97,1553.74,67.46,104.62,101.58,0,52.62,98.23
2022-07-11,Mumbai,Rotterdam,Coal,1988.13,1535.83,67.32,104.06,90.31,0,42.76,103.3
2022-07-12,Mumbai,Dubai,Steel,1966.7,1520.2,67.03,103.96,99.96,0,49.15,99.04
2022-07-13,Shanghai,Rotterdam,Coal,2382.47,1516.52,66.96,103.98,94.91,0,36.52,101.16
2022-07-14,Shanghai,Los Angeles,Steel,2780.0,1500.51,66.75,103.9,94.22,3,58.87,96.8
2022-07-15,Shanghai,Rotterdam,Steel,2320.53,1495.83,66.61,104.23,90.49,0,22.7,98.29
2022-07-16,Shanghai,Rotterdam,Iron Ore,2907.83,1476.53,66.27,103.85,95.23,0,34.45,99.17
2022-07-17,Mumbai,Dubai,Coal,1323.33,1475.0,65.98,103.84,102.81,1,0.0,97.59
2022-07-18,Shanghai,Los Angeles,Iron Ore,2761.47,1456.86,65.71,103.57,97.09,1,39.15,98.25
2022-07-19,Shanghai,Los Angeles,Coal,2331.05,1453.03,65.64,103.63,100.19,1,46.77,98.5
2022-07-20,Shanghai,Los Angeles,Steel,2539.11,1449.84,65.7,103.38,105.21,0,48.46,98.41
2022-07-21,Mumbai,Rotterdam,Iron Ore,2197.26,1436.11,65.38,103.04,98.05,0,35.97,101.47
2022-07-22,Mumbai,Dubai,Iron Ore,1884.36,1432.67,65.35,103.12,93.77,0,45.22,99.19
2022-07-23,Shanghai,Los Angeles,Steel,2027.33,1426.7,64.83,102.76,98.74,0,7.3,99.28
2022-07-24,Mumbai,Rotterdam,Steel,2291.68,1414.39,64.46,102.16,93.52,3,63.15,99.31
2022-07-25,Singapore,Rotterdam,Steel,1937.03,1398.38,64.12,101.8,93.56,0,14.81,99.35
2022-07-26,Singapore,Rotterdam,Iron Ore,2697.25,1374.79,63.73,101.71,88.33,2,37.88,98.25
2022-07-27,Mumbai,Rotterdam,Coal,1729.45,1369.76,63.31,101.83,100.4,0,37.19,97.83
2022-07-28,Mumbai,Rotterdam,Iron Ore,2117.59,1349.48,63.18,101.62,93.69,1,67.14,98.5
2022-07-29,Mumbai,Dubai,Coal,1419.9,1342.54,62.97,101.72,96.37,0,45.57,99.92
2022-07-30,Mumbai,Dubai,Iron Ore,1991.45,1332.81,62.84,101.15,90.13,3,64.27,99.81
2022-07-31,Singapore,Rotterdam,Iron Ore,2581.55,1330.68,62.76,100.81,97.34,0,39.71,97.7
2022-08-01,Shanghai,Los Angeles,Steel,2273.92,1320.77,62.62,100.52,91.2,0,29.3,99.16
2022-08-02,Singapore,Rotterdam,Coal,2110.92,1310.72,62.54,100.27,94.15,1,39.84,97.65
2022-08-03,Shanghai,Los Angeles,Iron Ore,2713.65,1309.23,62.36,100.07,99.1,0,46.41,97.94
2022-08-04,Shanghai,Los Angeles,Iron Ore,2423.48,1304.65,62.0,100.02,98.52,0,19.22,97.12
2022-08-05,Mumbai,Dubai,Steel,1964.84,1300.0,61.99,99.7,94.32,3,72.9,97.5
2022-08-06,Shanghai,Rotterdam,Steel,2384.52,1296.65,61.73,99.52,85.44,0,34.17,99.73
2022-08-07,Shanghai,Rotterdam,Coal,2150.59,1277.36,61.42,99.3,109.11,0,52.38,97.8
2022-08-08,Mumbai,Rotterdam,Iron Ore,2310.04,1276.48,61.23,98.86,102.73,0,54.42,97.8
2022-08-09,Mumbai,Dubai,Coal,1296.4,1274.54,60.93,98.62,97.48,1,22.9,95.38
2022-08-10,Shanghai,Los Angeles,Iron Ore,2498.48,1259.66,60.7,98.38,89.97,0,31.28,97.03
2022-08-11,Shanghai,Rotterdam,Coal,1908.63,1251.05,60.6,98.14,93.03,0,27.17,97.08
2022-08-12,Shanghai,Los Angeles,Steel,2153.98,1244.18,60.49,97.95,90.75,0,12.81,96.14
2022-08-13,Shanghai,Rotterdam,Iron Ore,2681.8,1236.64,60.2,97.78,99.66,0,24.51,97.37
2022-08-14,Shanghai,Rotterdam,Coal,2267.47,1232.94,59.97,97.48,94.52,0,76.62,96.64
2022-08-15,Shanghai,Rotterdam,Steel,2329.69,1238.13,59.99,97.61,89.17,0,49.14,97.35
2022-08-16,Mumbai,Dubai,Steel,1704.1,1240.62,59.91,97.13,90.61,0,68.76,97.37
2022-08-17,Singapore,Rotterdam,Coal,1964.09,1224.06,60.08,96.77,98.45,0,52.44,95.7
2022-08-18,Shanghai,Los Angeles,Iron Ore,2584.31,1223.08,60.11,97.29,100.72,0,28.87,96.49
2022-08-19,Mumbai,Dubai,Iron Ore,1707.99,1227.87,60.14,96.85,100.25,0,34.27,97.16
2022-08-20,Mumbai,Dubai,Steel,1541.76,1225.23,59.8,96.34,96.28,0,48.83,98.77
2022-08-21,Mumbai,Dubai,Iron Ore,1645.63,1228.33,59.78,96.36,91.12,0,46.56,97.34
2022-08-22,Mumbai,Dubai,Iron Ore,1499.28,1238.92,59.64,95.67,76.06,0,31.34,95.91
2022-08-23,Mumbai,Dubai,Iron Ore,1531.48,1241.71,59.42,95.45,93.65,0,17.35,97.46
2022-08-24,Mumbai,Rotterdam,Steel,1982.99,1238.42,59.32,95.83,92.05,0,89.32,99.38
2022-08-25,Shanghai,Los Angeles,Coal,2037.34,1241.62,59.34,95.29,92.65,1,45.88,98.16
2022-08-26,Mumbai,Dubai,Iron Ore,1584.22,1237.73,59.29,94.64,92.12,0,35.11,97.56
2022-08-27,Shanghai,Los Angeles,Steel,2370.46,1233.0,59.04,94.12,85.12,0,41.7,97.79
2022-08-28,Mumbai,Rotterdam,Steel,1687.23,1225.39,59.04,94.2,94.44,0,36.36,98.82
2022-08-29,Mumbai,Rotterdam,Coal,1658.68,1233.21,58.83,94.34,94.72,0,41.84,98.24
2022-08-30,Shanghai,Los Angeles,Iron Ore,2820.68,1222.11,58.76,94.08,94.88,2,75.3,97.44
2022-08-31,Shanghai,Rotterdam,Iron Ore,2555.53,1229.94,58.6,94.11,96.12,0,38.13,98.16
2022-09-01,Singapore,Rotterdam,Coal,1812.86,1229.64,58.47,94.33,94.32,0,22.56,94.9
2022-09-02,Shanghai,Rotterdam,Coal,2003.5,1214.28,58.48,94.65,89.16,0,37.58,94.23
2022-09-03,Shanghai,Rotterdam,Steel,2259.09,1213.18,58.23,94.47,90.78,0,33.03,96.69
2022-09-04,Shanghai,Rotterdam,Steel,2380.32,1192.46,58.43,93.78,91.51,0,61.36,96.52
2022-09-05,Mumbai,Dubai,Coal,1381.64,1193.69,58.06,93.46,91.52,0,57.57,95.58
2022-09-06,Mumbai,Rotterdam,Iron Ore,1913.69,1197.13,57.89,93.24,95.9,1,49.61,97.6
2022-09-07,Shanghai,Rotterdam,Steel,2104.37,1188.88,57.86,93.07,94.05,0,20.82,93.54
2022-09-08,Mumbai,Rotterdam,Steel,1611.11,1186.49,57.87,92.93,101.16,0,21.61,95.51
2022-09-09,Shanghai,Los Angeles,Iron Ore,2332.2,1198.89,57.77,93.11,101.74,0,40.23,95.55
2022-09-10,Singapore,Rotterdam,Steel,2076.17,1191.74,57.69,93.33,91.04,0,45.04,93.8
2022-09-11,Shanghai,Los Angeles,Iron Ore,2232.43,1180.31,57.68,93.2,71.4,0,34.38,98.48
2022-09-12,Shanghai,Los Angeles,Iron Ore,2506.75,1189.34,57.58,93.39,96.71,0,32.8,94.17
2022-09-13,Mumbai,Dubai,Iron Ore,1531.6,1202.36,57.72,93.4,87.77,0,31.11,95.31
2022-09-14,Singapore,Rotterdam,Coal,1902.89,1199.84,57.79,93.34,86.41,0,39.65,97.53
2022-09-15,Shanghai,Los Angeles,Coal,1896.6,1205.54,57.86,93.5,88.38,1,12.26,97.12
2022-09-16,Shanghai,Los Angeles,Coal,1983.84,1214.01,57.66,93.45,88.1,0,23.48,94.47
2022-09-17,Singapore,Rotterdam,Iron Ore,2378.19,1205.96,57.6,93.9,93.35,1,38.59,97.14
2022-09-18,Singapore,Rotterdam,Iron Ore,2186.25,1200.1,57.51,93.48,82.45,0,58.11,96.53
2022-09-19,Shanghai,Los Angeles,Coal,1669.42,1208.12,57.31,93.29,84.82,0,27.79,99.58
2022-09-20,Singapore,Rotterdam,Steel,2318.04,1219.92,57.33,93.21,91.89,2,58.71,96.68
2022-09-21,Shanghai,Los Angeles,Iron Ore,2321.06,1222.89,57.21,93.28,93.26,0,43.4,95.85
2022-09-22,Shanghai,Los Angeles,Steel,2267.15,1214.46,57.27,93.55,93.33,1,67.47,94.76
2022-09-23,Mumbai,Dubai,Steel,1498.47,1229.11,57.08,93.51,86.16,1,66.94,94.92
2022-09-24,Shanghai,Rotterdam,Iron Ore,2430.09,1223.77,57.31,93.12,85.18,0,39.14,94.79
2022-09-25,Shanghai,Los Angeles,Iron Ore,2428.68,1220.14,57.16,93.3,87.52,0,32.87,98.08
2022-09-26,Mumbai,Rotterdam,Steel,1684.8,1222.07,57.17,93.47,91.24,0,30.04,96.04
2022-09-27,Shanghai,Rotterdam,Steel,2549.27,1233.85,57.27,92.96,97.45,2,52.38,96.86
2022-09-28,Shanghai,Rotterdam,Coal,2042.55,1240.17,57.18,92.95,79.78,1,41.49,98.28
2022-09-29,Shanghai,Rotterdam,Coal,1936.92,1243.13,57.29,92.54,88.9,0,48.3,92.46
2022-09-30,Mumbai,Dubai,Iron Ore,1703.13,1246.63,57.1,92.36,83.34,0,46.3,97.92
2022-10-01,Shanghai,Los Angeles,Coal,1835.91,1246.91,57.32,92.14,81.74,0,48.88,96.08
2022-10-02,Mumbai,Dubai,Coal,1424.35,1251.46,57.33,92.34,94.84,0,58.89,96.65
2022-10-03,Shanghai,Los Angeles,Coal,2038.32,1231.45,57.24,92.38,92.73,0,67.94,94.76
2022-10-04,Mumbai,Dubai,Coal,1446.43,1229.46,57.21,92.07,92.26,0,41.87,94.87
2022-10-05,Mumbai,Dubai,Steel,1450.42,1231.92,57.34,92.3,94.63,0,56.49,96.74
2022-10-06,Mumbai,Rotterdam,Iron Ore,1924.82,1223.38,57.27,91.97,87.64,0,34.73,99.59
2022-10-07,Mumbai,Dubai,Coal,1380.22,1227.29,57.18,92.07,87.89,1,65.78,97.53
2022-10-08,Singapore,Rotterdam,Steel,2332.29,1226.63,57.17,91.9,101.0,2,71.92,97.93
2022-10-09,Mumbai,Rotterdam,Steel,1560.74,1241.79,57.02,91.84,88.86,1,63.13,95.75
2022-10-10,Mumbai,Dubai,Steel,1804.5,1255.63,57.32,92.0,93.8,1,49.41,95.15
2022-10-11,Shanghai,Rotterdam,Coal,2039.85,1253.32,57.27,92.18,90.18,0,29.97,94.89
2022-10-12,Singapore,Rotterdam,Coal,1660.66,1253.66,57.43,92.56,80.94,0,19.08,95.34
2022-10-13,Singapore,Rotterdam,Iron Ore,2101.22,1254.77,57.5,92.59,79.99,0,39.4,93.01
2022-10-14,Singapore,Rotterdam,Coal,2006.87,1253.0,57.4,92.72,87.36,1,71.0,95.01
2022-10-15,Mumbai,Rotterdam,Coal,1861.18,1256.55,57.45,92.67,95.57,2,51.35,95.28
2022-10-16,Mumbai,Dubai,Steel,1446.15,1252.62,57.61,92.78,94.28,1,59.78,95.87
2022-10-17,Mumbai,Dubai,Iron Ore,1780.09,1245.85,57.64,92.96,94.95,1,60.66,96.35
2022-10-18,Shanghai,Rotterdam,Coal,2173.21,1253.25,57.88,93.01,85.49,0,35.74,96.71
2022-10-19,Shanghai,Rotterdam,Coal,2057.39,1260.84,58.09,92.63,98.56,0,59.75,96.17
2022-10-20,Singapore,Rotterdam,Steel,1868.0,1257.11,58.29,92.8,85.71,0,0.0,95.34
2022-10-21,Shanghai,Rotterdam,Steel,2403.27,1267.11,58.29,92.97,91.65,0,21.66,93.29
2022-10-22,Mumbai,Rotterdam,Coal,1635.82,1265.04,58.2,92.89,90.6,0,26.27,95.4
2022-10-23,Mumbai,Dubai,Iron Ore,1622.25,1270.18,58.19,92.66,89.84,0,27.7,94.83
2022-10-24,Singapore,Rotterdam,Iron Ore,2392.64,1280.0,58.29,93.13,97.47,0,45.04,97.01
2022-10-25,Shanghai,Rotterdam,Steel,2243.7,1283.12,58.46,93.35,87.32,0,44.35,97.7
2022-10-26,Mumbai,Rotterdam,Steel,1936.08,1290.29,58.22,93.4,84.17,0,45.91,97.77
2022-10-27,Mumbai,Rotterdam,Coal,1630.09,1289.82,58.3,93.23,91.09,0,48.94,97.53
2022-10-28,Shanghai,Rotterdam,Steel,2010.79,1292.04,58.42,93.14,89.07,0,25.75,96.23
2022-10-29,Mumbai,Dubai,Coal,1336.03,1294.32,58.47,93.58,108.03,0,21.73,95.67
2022-10-30,Shanghai,Rotterdam,Iron Ore,2474.49,1292.4,58.76,93.74,94.61,0,45.94,95.37
2022-10-31,Singapore,Rotterdam,Iron Ore,2353.83,1295.18,58.93,93.72,89.26,1,38.55,94.26
2022-11-01,Shanghai,Rotterdam,Coal,1916.68,1287.11,59.23,93.98,86.11,0,16.44,98.05
2022-11-02,Mumbai,Rotterdam,Steel,1969.58,1287.62,59.3,93.91,82.08,0,54.57,96.33
2022-11-03,Shanghai,Rotterdam,Iron Ore,2835.16,1289.91,59.55,94.42,86.45,1,68.93,94.76
2022-11-04,Mumbai,Dubai,Steel,1739.13,1292.56,59.91,94.9,92.24,1,71.36,95.43
2022-11-05,Shanghai,Los Angeles,Iron Ore,2620.21,1295.44,60.22,94.93,98.9,1,50.81,95.41
2022-11-06,Shanghai,Rotterdam,Coal,2065.63,1299.89,60.17,94.92,97.47,0,49.39,96.81
2022-11-07,Mumbai,Dubai,Coal,1253.63,1308.78,60.26,94.42,93.11,0,60.55,98.39
2022-11-08,Mumbai,Dubai,Coal,1387.64,1320.96,60.33,94.2,90.45,0,30.38,96.31
2022-11-09,Mumbai,Rotterdam,Iron Ore,2200.94,1321.06,60.53,94.03,93.52,0,56.66,93.49
2022-11-10,Mumbai,Dubai,Steel,1725.63,1316.84,60.76,94.22,89.69,2,60.13,96.63
2022-11-11,Mumbai,Dubai,Steel,1585.97,1314.03,60.77,94.31,100.98,0,53.71,96.72
2022-11-12,Mumbai,Dubai,Steel,1619.76,1315.77,60.92,94.14,91.56,0,42.79,96.66
2022-11-13,Mumbai,Dubai,Iron Ore,1785.63,1318.71,60.75,94.24,92.19,0,59.44,96.11
2022-11-14,Singapore,Rotterdam,Iron Ore,2499.27,1318.41,61.11,94.55,81.66,0,43.35,97.42
2022-11-15,Singapore,Rotterdam,Iron Ore,2366.79,1314.01,61.17,94.86,91.88,0,17.74,97.24
2022-11-16,Mumbai,Rotterdam,Iron Ore,2372.21,1316.43,61.33,94.56,97.16,1,69.78,97.15
2022-11-17,Shanghai,Rotterdam,Iron Ore,2696.87,1324.06,61.43,94.72,87.76,1,33.79,97.86
2022-11-18,Mumbai,Dubai,Steel,1682.72,1335.09,61.75,94.56,89.47,2,74.8,96.65
2022-11-19,Shanghai,Rotterdam,Iron Ore,2692.65,1337.01,61.48,94.98,97.32,0,38.65,96.61
2022-11-20,Shanghai,Rotterdam,Iron Ore,2714.17,1340.19,61.63,95.37,86.1,0,57.64,99.46
2022-11-21,Mumbai,Rotterdam,Steel,2046.11,1339.34,61.78,95.34,98.91,0,57.02,98.29
2022-11-22,Mumbai,Dubai,Iron Ore,1815.43,1345.76,61.87,95.35,91.09,0,46.45,98.74
2022-11-23,Mumbai,Dubai,Steel,1835.93,1345.73,62.29,95.43,91.94,2,63.63,99.39
2022-11-24,Shanghai,Los Angeles,Steel,2588.5,1357.17,62.32,95.08,88.4,0,46.34,98.4
2022-11-25,Shanghai,Rotterdam,Coal,2149.69,1349.82,62.6,95.37,96.05,1,17.79,99.06
2022-11-26,Shanghai,Rotterdam,Coal,2353.85,1353.97,62.82,95.51,106.6,0,41.77,95.35
2022-11-27,Singapore,Rotterdam,Coal,1910.6,1363.49,63.18,95.97,98.35,0,23.26,98.08
2022-11-28,Shanghai,Los Angeles,Coal,2190.79,1372.15,63.26,95.91,90.27,0,42.57,97.56
2022-11-29,Singapore,Rotterdam,Iron Ore,2491.24,1400.97,63.32,95.97,100.41,0,22.86,100.41
2022-11-30,Singapore,Rotterdam,Coal,2102.15,1411.11,63.66,95.82,93.3,1,30.23,99.34
2022-12-01,Singapore,Rotterdam,Steel,2589.18,1410.51,63.9,95.79,101.9,0,64.07,97.07
2022-12-02,Mumbai,Rotterdam,Iron Ore,2266.45,1417.24,63.85,95.72,99.21,1,64.04,98.63
2022-12-03,Mumbai,Rotterdam,Coal,1770.52,1410.6,63.95,96.19,80.61,1,47.94,98.38
2022-12-04,Singapore,Rotterdam,Steel,2295.58,1417.6,64.19,96.25,90.46,0,42.77,98.87
2022-12-05,Shanghai,Los Angeles,Iron Ore,2853.52,1418.64,64.5,96.51,100.36,1,44.28,96.73
2022-12-06,Shanghai,Rotterdam,Iron Ore,2821.96,1433.73,64.59,96.65,96.55,0,48.55,98.86
2022-12-07,Shanghai,Los Angeles,Coal,2241.0,1437.17,64.34,96.57,90.83,0,29.86,98.04
2022-12-08,Mumbai,Dubai,Iron Ore,1919.55,1444.13,64.61,96.76,92.94,1,62.91,98.87
2022-12-09,Mumbai,Rotterdam,Steel,2146.99,1447.0,64.62,97.15,86.73,3,60.2,97.42
2022-12-10,Shanghai,Rotterdam,Iron Ore,2782.89,1468.91,64.51,97.09,95.98,0,33.7,97.69
2022-12-11,Shanghai,Rotterdam,Steel,2596.98,1474.4,64.27,97.53,107.64,0,40.33,100.4
2022-12-12,Mumbai,Dubai,Iron Ore,1914.46,1497.17,64.59,97.56,100.77,0,31.13,97.12
2022-12-13,Mumbai,Dubai,Coal,1608.29,1511.84,64.81,97.69,107.86,0,44.93,97.3
2022-12-14,Singapore,Rotterdam,Steel,2326.39,1523.9,64.97,98.06,101.49,0,31.94,98.75
2022-12-15,Mumbai,Rotterdam,Iron Ore,2540.69,1535.1,65.38,98.15,102.38,2,63.03,97.74
2022-12-16,Mumbai,Rotterdam,Iron Ore,2410.0,1546.54,65.67,98.4,107.28,0,58.24,97.64
2022-12-17,Shanghai,Los Angeles,Iron Ore,2670.49,1539.44,66.11,98.58,99.46,0,29.21,99.19
2022-12-18,Singapore,Rotterdam,Steel,2385.23,1545.57,66.1,98.86,96.8,0,38.04,96.84
2022-12-19,Singapore,Rotterdam,Steel,2447.69,1560.73,66.3,98.52,103.07,0,46.92,97.65
2022-12-20,Singapore,Rotterdam,Steel,2508.85,1568.76,66.26,98.31,105.35,0,33.46,102.31
2022-12-21,Singapore,Rotterdam,Coal,2244.36,1565.98,66.43,98.72,95.85,0,46.96,99.99
2022-12-22,Mumbai,Rotterdam,Coal,2254.61,1574.04,66.59,99.23,94.81,1,56.33,98.25
2022-12-23,Mumbai,Rotterdam,Steel,2216.25,1596.17,66.89,99.26,99.28,0,56.25,100.06
2022-12-24,Singapore,Rotterdam,Iron Ore,2625.21,1614.67,67.1,99.45,102.91,0,30.91,100.35
2022-12-25,Shanghai,Los Angeles,Coal,2679.02,1622.72,67.4,99.78,102.92,1,33.86,101.06
2022-12-26,Shanghai,Rotterdam,Steel,2709.73,1638.89,67.71,100.21,91.98,0,35.39,99.45
2022-12-27,Shanghai,Rotterdam,Iron Ore,3056.08,1644.53,68.24,99.96,108.83,0,25.48,101.17
2022-12-28,Shanghai,Los Angeles,Coal,2471.44,1639.48,68.4,100.0,96.24,0,48.47,96.72
2022-12-29,Singapore,Rotterdam,Iron Ore,2719.19,1640.68,68.47,100.18,98.29,0,22.57,98.26
2022-12-30,Mumbai,Rotterdam,Iron Ore,2602.41,1661.78,68.71,100.61,95.27,0,75.0,100.16
2022-12-31,Shanghai,Rotterdam,Iron Ore,3123.25,1668.19,68.8,101.49,113.45,0,59.44,100.48
2023-01-01,Mumbai,Dubai,Iron Ore,2179.13,1676.99,69.28,101.76,101.38,1,48.19,98.7
2023-01-02,Mumbai,Dubai,Coal,1666.48,1683.19,69.44,101.66,96.09,1,61.01,100.53
2023-01-03,Shanghai,Los Angeles,Coal,2325.2,1707.02,69.56,102.02,104.84,0,15.45,99.27
2023-01-04,Singapore,Rotterdam,Coal,2475.43,1728.61,69.7,102.61,104.53,0,77.85,99.86
2023-01-05,Shanghai,Rotterdam,Steel,2832.74,1754.94,70.01,102.89,99.92,0,31.15,101.88
2023-01-06,Singapore,Rotterdam,Coal,2416.5,1762.23,70.19,102.92,105.23,0,38.19,101.78
2023-01-07,Shanghai,Rotterdam,Iron Ore,3009.18,1773.14,70.3,103.42,97.07,0,12.16,98.98
2023-01-08,Shanghai,Los Angeles,Coal,2559.6,1769.54,70.76,103.84,98.91,0,47.29,98.96
